x               y               z               Bmag            
    -5.99447    -9.76091    -3.06153     8.12104
    -5.99337    -9.75968    -3.06171     8.12595
    -5.99227    -9.75844    -3.06190     8.13087
    -5.99116    -9.75720    -3.06209     8.13580
    -5.99006    -9.75596    -3.06228     8.14072
    -5.98896    -9.75473    -3.06247     8.14566
    -5.98786    -9.75349    -3.06266     8.15059
    -5.98676    -9.75225    -3.06285     8.15554
    -5.98566    -9.75101    -3.06305     8.16048
    -5.98456    -9.74978    -3.06324     8.16543
    -5.98346    -9.74854    -3.06343     8.17039
    -5.98236    -9.74730    -3.06362     8.17535
    -5.98126    -9.74607    -3.06381     8.18031
    -5.98016    -9.74483    -3.06401     8.18528
    -5.97906    -9.74359    -3.06420     8.19026
    -5.97796    -9.74236    -3.06439     8.19523
    -5.97686    -9.74112    -3.06459     8.20022
    -5.97576    -9.73988    -3.06478     8.20521
    -5.97466    -9.73864    -3.06498     8.21020
    -5.97356    -9.73741    -3.06517     8.21520
    -5.97246    -9.73617    -3.06537     8.22020
    -5.97136    -9.73493    -3.06556     8.22520
    -5.97026    -9.73370    -3.06576     8.23021
    -5.96916    -9.73246    -3.06596     8.23523
    -5.96806    -9.73123    -3.06615     8.24025
    -5.96696    -9.72999    -3.06635     8.24528
    -5.96586    -9.72875    -3.06655     8.25031
    -5.96476    -9.72752    -3.06675     8.25534
    -5.96366    -9.72628    -3.06695     8.26038
    -5.96256    -9.72504    -3.06715     8.26542
    -5.96146    -9.72381    -3.06734     8.27047
    -5.96036    -9.72257    -3.06754     8.27552
    -5.95926    -9.72133    -3.06774     8.28058
    -5.95816    -9.72010    -3.06794     8.28564
    -5.95706    -9.71886    -3.06814     8.29071
    -5.95596    -9.71763    -3.06835     8.29578
    -5.95486    -9.71639    -3.06855     8.30086
    -5.95376    -9.71516    -3.06875     8.30594
    -5.95266    -9.71392    -3.06895     8.31102
    -5.95156    -9.71268    -3.06915     8.31611
    -5.95046    -9.71145    -3.06936     8.32121
    -5.94936    -9.71021    -3.06956     8.32631
    -5.94826    -9.70898    -3.06976     8.33141
    -5.94716    -9.70774    -3.06997     8.33652
    -5.94606    -9.70651    -3.07017     8.34163
    -5.94496    -9.70527    -3.07038     8.34675
    -5.94386    -9.70403    -3.07058     8.35187
    -5.94276    -9.70280    -3.07079     8.35700
    -5.94166    -9.70156    -3.07099     8.36213
    -5.94056    -9.70033    -3.07120     8.36726
    -5.93947    -9.69909    -3.07140     8.37240
    -5.93837    -9.69786    -3.07161     8.37755
    -5.93727    -9.69662    -3.07182     8.38270
    -5.93617    -9.69539    -3.07202     8.38785
    -5.93507    -9.69415    -3.07223     8.39301
    -5.93397    -9.69292    -3.07244     8.39818
    -5.93287    -9.69168    -3.07265     8.40335
    -5.93177    -9.69045    -3.07286     8.40852
    -5.93067    -9.68921    -3.07307     8.41370
    -5.92957    -9.68798    -3.07328     8.41888
    -5.92847    -9.68674    -3.07349     8.42407
    -5.92737    -9.68551    -3.07370     8.42926
    -5.92627    -9.68427    -3.07391     8.43445
    -5.92517    -9.68304    -3.07412     8.43965
    -5.92407    -9.68180    -3.07433     8.44486
    -5.92297    -9.68057    -3.07454     8.45007
    -5.92187    -9.67933    -3.07475     8.45528
    -5.92077    -9.67810    -3.07496     8.46050
    -5.91967    -9.67687    -3.07518     8.46573
    -5.91857    -9.67563    -3.07539     8.47096
    -5.91747    -9.67440    -3.07560     8.47619
    -5.91638    -9.67316    -3.07582     8.48143
    -5.91528    -9.67193    -3.07603     8.48667
    -5.91418    -9.67069    -3.07624     8.49192
    -5.91308    -9.66946    -3.07646     8.49717
    -5.91198    -9.66823    -3.07667     8.50243
    -5.91088    -9.66699    -3.07689     8.50769
    -5.90978    -9.66576    -3.07710     8.51295
    -5.90868    -9.66452    -3.07732     8.51822
    -5.90758    -9.66329    -3.07754     8.52350
    -5.90648    -9.66206    -3.07775     8.52878
    -5.90538    -9.66082    -3.07797     8.53406
    -5.90428    -9.65959    -3.07819     8.53935
    -5.90318    -9.65835    -3.07840     8.54464
    -5.90208    -9.65712    -3.07862     8.54994
    -5.90099    -9.65589    -3.07884     8.55524
    -5.89989    -9.65465    -3.07906     8.56055
    -5.89879    -9.65342    -3.07928     8.56586
    -5.89769    -9.65219    -3.07950     8.57118
    -5.89659    -9.65095    -3.07972     8.57650
    -5.89549    -9.64972    -3.07994     8.58182
    -5.89439    -9.64849    -3.08016     8.58715
    -5.89329    -9.64725    -3.08038     8.59249
    -5.89219    -9.64602    -3.08060     8.59783
    -5.89109    -9.64479    -3.08082     8.60317
    -5.89000    -9.64355    -3.08104     8.60852
    -5.88890    -9.64232    -3.08126     8.61388
    -5.88780    -9.64109    -3.08149     8.61923
    -5.88670    -9.63985    -3.08171     8.62460
    -5.88560    -9.63862    -3.08193     8.62996
    -5.88450    -9.63739    -3.08215     8.63533
    -5.88340    -9.63615    -3.08238     8.64071
    -5.88230    -9.63492    -3.08260     8.64609
    -5.88120    -9.63369    -3.08283     8.65148
    -5.88011    -9.63245    -3.08305     8.65687
    -5.87901    -9.63122    -3.08328     8.66226
    -5.87791    -9.62999    -3.08350     8.66766
    -5.87681    -9.62876    -3.08373     8.67307
    -5.87571    -9.62752    -3.08395     8.67848
    -5.87461    -9.62629    -3.08418     8.68389
    -5.87351    -9.62506    -3.08441     8.68931
    -5.87241    -9.62383    -3.08463     8.69473
    -5.87132    -9.62259    -3.08486     8.70016
    -5.87022    -9.62136    -3.08509     8.70559
    -5.86912    -9.62013    -3.08531     8.71103
    -5.86802    -9.61890    -3.08554     8.71647
    -5.86692    -9.61766    -3.08577     8.72191
    -5.86582    -9.61643    -3.08600     8.72736
    -5.86472    -9.61520    -3.08623     8.73282
    -5.86363    -9.61397    -3.08646     8.73828
    -5.86253    -9.61273    -3.08669     8.74374
    -5.86143    -9.61150    -3.08692     8.74921
    -5.86033    -9.61027    -3.08715     8.75468
    -5.85923    -9.60904    -3.08738     8.76016
    -5.85813    -9.60781    -3.08761     8.76564
    -5.85703    -9.60657    -3.08784     8.77113
    -5.85594    -9.60534    -3.08807     8.77662
    -5.85484    -9.60411    -3.08831     8.78212
    -5.85374    -9.60288    -3.08854     8.78762
    -5.85264    -9.60165    -3.08877     8.79313
    -5.85154    -9.60042    -3.08900     8.79864
    -5.85044    -9.59918    -3.08924     8.80415
    -5.84935    -9.59795    -3.08947     8.80967
    -5.84825    -9.59672    -3.08970     8.81520
    -5.84715    -9.59549    -3.08994     8.82073
    -5.84605    -9.59426    -3.09017     8.82626
    -5.84495    -9.59303    -3.09041     8.83180
    -5.84386    -9.59179    -3.09064     8.83734
    -5.84276    -9.59056    -3.09088     8.84289
    -5.84166    -9.58933    -3.09111     8.84844
    -5.84056    -9.58810    -3.09135     8.85400
    -5.83946    -9.58687    -3.09159     8.85956
    -5.83837    -9.58564    -3.09182     8.86512
    -5.83727    -9.58441    -3.09206     8.87069
    -5.83617    -9.58317    -3.09230     8.87627
    -5.83507    -9.58194    -3.09254     8.88185
    -5.83397    -9.58071    -3.09277     8.88743
    -5.83288    -9.57948    -3.09301     8.89302
    -5.83178    -9.57825    -3.09325     8.89862
    -5.83068    -9.57702    -3.09349     8.90421
    -5.82958    -9.57579    -3.09373     8.90982
    -5.82848    -9.57456    -3.09397     8.91542
    -5.82739    -9.57333    -3.09421     8.92104
    -5.82629    -9.57210    -3.09445     8.92665
    -5.82519    -9.57087    -3.09469     8.93227
    -5.82409    -9.56963    -3.09493     8.93790
    -5.82299    -9.56840    -3.09517     8.94353
    -5.82190    -9.56717    -3.09541     8.94916
    -5.82080    -9.56594    -3.09565     8.95480
    -5.81970    -9.56471    -3.09590     8.96045
    -5.81860    -9.56348    -3.09614     8.96610
    -5.81751    -9.56225    -3.09638     8.97175
    -5.81641    -9.56102    -3.09662     8.97741
    -5.81531    -9.55979    -3.09687     8.98307
    -5.81421    -9.55856    -3.09711     8.98874
    -5.81312    -9.55733    -3.09735     8.99441
    -5.81202    -9.55610    -3.09760     9.00009
    -5.81092    -9.55487    -3.09784     9.00577
    -5.80982    -9.55364    -3.09809     9.01146
    -5.80873    -9.55241    -3.09833     9.01715
    -5.80763    -9.55118    -3.09858     9.02284
    -5.80653    -9.54995    -3.09882     9.02854
    -5.80543    -9.54872    -3.09907     9.03425
    -5.80434    -9.54749    -3.09932     9.03996
    -5.80324    -9.54626    -3.09956     9.04567
    -5.80214    -9.54503    -3.09981     9.05139
    -5.80104    -9.54380    -3.10006     9.05711
    -5.79995    -9.54257    -3.10030     9.06284
    -5.79885    -9.54134    -3.10055     9.06857
    -5.79775    -9.54011    -3.10080     9.07431
    -5.79665    -9.53888    -3.10105     9.08005
    -5.79556    -9.53765    -3.10130     9.08579
    -5.79446    -9.53642    -3.10154     9.09154
    -5.79336    -9.53519    -3.10179     9.09730
    -5.79227    -9.53396    -3.10204     9.10306
    -5.79117    -9.53273    -3.10229     9.10882
    -5.79007    -9.53150    -3.10254     9.11459
    -5.78897    -9.53027    -3.10279     9.12037
    -5.78788    -9.52904    -3.10304     9.12615
    -5.78678    -9.52781    -3.10330     9.13193
    -5.78568    -9.52658    -3.10355     9.13772
    -5.78459    -9.52536    -3.10380     9.14351
    -5.78349    -9.52413    -3.10405     9.14931
    -5.78239    -9.52290    -3.10430     9.15511
    -5.78130    -9.52167    -3.10455     9.16091
    -5.78020    -9.52044    -3.10481     9.16672
    -5.77910    -9.51921    -3.10506     9.17254
    -5.77801    -9.51798    -3.10531     9.17836
    -5.77691    -9.51675    -3.10557     9.18418
    -5.77581    -9.51552    -3.10582     9.19001
    -5.77472    -9.51429    -3.10608     9.19585
    -5.77362    -9.51306    -3.10633     9.20169
    -5.77252    -9.51184    -3.10658     9.20753
    -5.77143    -9.51061    -3.10684     9.21338
    -5.77033    -9.50938    -3.10709     9.21923
    -5.76923    -9.50815    -3.10735     9.22509
    -5.76814    -9.50692    -3.10761     9.23095
    -5.76704    -9.50569    -3.10786     9.23681
    -5.76594    -9.50446    -3.10812     9.24268
    -5.76485    -9.50323    -3.10838     9.24856
    -5.76375    -9.50201    -3.10863     9.25444
    -5.76265    -9.50078    -3.10889     9.26032
    -5.76156    -9.49955    -3.10915     9.26621
    -5.76046    -9.49832    -3.10941     9.27211
    -5.75936    -9.49709    -3.10966     9.27801
    -5.75827    -9.49586    -3.10992     9.28391
    -5.75717    -9.49464    -3.11018     9.28982
    -5.75607    -9.49341    -3.11044     9.29573
    -5.75498    -9.49218    -3.11070     9.30165
    -5.75388    -9.49095    -3.11096     9.30757
    -5.75279    -9.48972    -3.11122     9.31349
    -5.75169    -9.48849    -3.11148     9.31943
    -5.75059    -9.48727    -3.11174     9.32536
    -5.74950    -9.48604    -3.11200     9.33130
    -5.74840    -9.48481    -3.11226     9.33725
    -5.74730    -9.48358    -3.11252     9.34320
    -5.74621    -9.48235    -3.11278     9.34915
    -5.74511    -9.48113    -3.11305     9.35511
    -5.74402    -9.47990    -3.11331     9.36107
    -5.74292    -9.47867    -3.11357     9.36704
    -5.74182    -9.47744    -3.11383     9.37301
    -5.74073    -9.47621    -3.11410     9.37899
    -5.73963    -9.47499    -3.11436     9.38497
    -5.73854    -9.47376    -3.11462     9.39096
    -5.73744    -9.47253    -3.11489     9.39695
    -5.73635    -9.47130    -3.11515     9.40295
    -5.73525    -9.47008    -3.11541     9.40895
    -5.73415    -9.46885    -3.11568     9.41495
    -5.73306    -9.46762    -3.11594     9.42096
    -5.73196    -9.46639    -3.11621     9.42697
    -5.73087    -9.46517    -3.11647     9.43299
    -5.72977    -9.46394    -3.11674     9.43902
    -5.72867    -9.46271    -3.11701     9.44505
    -5.72758    -9.46148    -3.11727     9.45108
    -5.72648    -9.46026    -3.11754     9.45712
    -5.72539    -9.45903    -3.11781     9.46316
    -5.72429    -9.45780    -3.11807     9.46920
    -5.72320    -9.45657    -3.11834     9.47526
    -5.72210    -9.45535    -3.11861     9.48131
    -5.72101    -9.45412    -3.11887     9.48737
    -5.71991    -9.45289    -3.11914     9.49344
    -5.71881    -9.45167    -3.11941     9.49951
    -5.71772    -9.45044    -3.11968     9.50558
    -5.71662    -9.44921    -3.11995     9.51166
    -5.71553    -9.44798    -3.12022     9.51775
    -5.71443    -9.44676    -3.12049     9.52383
    -5.71334    -9.44553    -3.12076     9.52993
    -5.71224    -9.44430    -3.12103     9.53602
    -5.71115    -9.44308    -3.12130     9.54213
    -5.71005    -9.44185    -3.12157     9.54823
    -5.70896    -9.44062    -3.12184     9.55435
    -5.70786    -9.43940    -3.12211     9.56046
    -5.70677    -9.43817    -3.12238     9.56658
    -5.70567    -9.43694    -3.12265     9.57271
    -5.70458    -9.43572    -3.12292     9.57884
    -5.70348    -9.43449    -3.12320     9.58497
    -5.70239    -9.43326    -3.12347     9.59111
    -5.70129    -9.43204    -3.12374     9.59726
    -5.70020    -9.43081    -3.12401     9.60341
    -5.69910    -9.42958    -3.12429     9.60956
    -5.69801    -9.42836    -3.12456     9.61572
    -5.69691    -9.42713    -3.12483     9.62188
    -5.69582    -9.42590    -3.12511     9.62805
    -5.69472    -9.42468    -3.12538     9.63422
    -5.69363    -9.42345    -3.12566     9.64040
    -5.69253    -9.42223    -3.12593     9.64658
    -5.69144    -9.42100    -3.12621     9.65276
    -5.69034    -9.41977    -3.12648     9.65895
    -5.68925    -9.41855    -3.12676     9.66515
    -5.68815    -9.41732    -3.12703     9.67135
    -5.68706    -9.41609    -3.12731     9.67755
    -5.68596    -9.41487    -3.12759     9.68376
    -5.68487    -9.41364    -3.12786     9.68998
    -5.68378    -9.41242    -3.12814     9.69619
    -5.68268    -9.41119    -3.12842     9.70242
    -5.68159    -9.40996    -3.12869     9.70864
    -5.68049    -9.40874    -3.12897     9.71488
    -5.67940    -9.40751    -3.12925     9.72111
    -5.67830    -9.40629    -3.12953     9.72736
    -5.67721    -9.40506    -3.12981     9.73360
    -5.67611    -9.40384    -3.13008     9.73985
    -5.67502    -9.40261    -3.13036     9.74611
    -5.67393    -9.40138    -3.13064     9.75237
    -5.67283    -9.40016    -3.13092     9.75863
    -5.67174    -9.39893    -3.13120     9.76490
    -5.67064    -9.39771    -3.13148     9.77118
    -5.66955    -9.39648    -3.13176     9.77746
    -5.66845    -9.39526    -3.13204     9.78374
    -5.66736    -9.39403    -3.13232     9.79003
    -5.66627    -9.39280    -3.13260     9.79632
    -5.66517    -9.39158    -3.13288     9.80262
    -5.66408    -9.39035    -3.13317     9.80892
    -5.66298    -9.38913    -3.13345     9.81523
    -5.66189    -9.38790    -3.13373     9.82154
    -5.66080    -9.38668    -3.13401     9.82785
    -5.65970    -9.38545    -3.13429     9.83417
    -5.65861    -9.38423    -3.13458     9.84050
    -5.65751    -9.38300    -3.13486     9.84683
    -5.65642    -9.38178    -3.13514     9.85316
    -5.65533    -9.38055    -3.13542     9.85950
    -5.65423    -9.37933    -3.13571     9.86585
    -5.65314    -9.37810    -3.13599     9.87220
    -5.65205    -9.37688    -3.13628     9.87855
    -5.65095    -9.37565    -3.13656     9.88491
    -5.64986    -9.37443    -3.13685     9.89127
    -5.64876    -9.37320    -3.13713     9.89764
    -5.64767    -9.37198    -3.13742     9.90401
    -5.64658    -9.37075    -3.13770     9.91039
    -5.64548    -9.36953    -3.13799     9.91677
    -5.64439    -9.36830    -3.13827     9.92315
    -5.64330    -9.36708    -3.13856     9.92954
    -5.64220    -9.36585    -3.13884     9.93594
    -5.64111    -9.36463    -3.13913     9.94234
    -5.64002    -9.36340    -3.13942     9.94874
    -5.63892    -9.36218    -3.13970     9.95515
    -5.63783    -9.36095    -3.13999     9.96157
    -5.63674    -9.35973    -3.14028     9.96799
    -5.63564    -9.35850    -3.14057     9.97441
    -5.63455    -9.35728    -3.14085     9.98084
    -5.63346    -9.35605    -3.14114     9.98727
    -5.63236    -9.35483    -3.14143     9.99371
    -5.63127    -9.35360    -3.14172    10.00015
    -5.63018    -9.35238    -3.14201    10.00659
    -5.62908    -9.35116    -3.14230    10.01305
    -5.62799    -9.34993    -3.14259    10.01950
    -5.62690    -9.34871    -3.14288    10.02596
    -5.62581    -9.34748    -3.14317    10.03243
    -5.62471    -9.34626    -3.14346    10.03890
